scenario_id,scenario_name,folder,status,trigger,systems,business_flow,gos_replacement,still_missing_in_gos,recommendation,reason,runs_sampled,errors,last_run,MY_DECISION,MY_NOTES
"1015939","שליחת וואצאפ חוגגים סגירות אחרי וון","דיל עבר לוון","live","Webhook — שליחת וואצאפ חוגגים סגירות אחרי וון","Website / incoming form · Pipedrive · Airtable · WhatsApp (Wassenger) · Gmail","receives a form/web submission → looks up the contact in Pipedrive → reads deals from Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → sends a WhatsApp message → sends an email → writes a note on the Pipedrive deal → sends a WhatsApp message → writes a note on the Pipedrive deal","Manager Report #26 (deal WON)","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-07-30T10:40:37.089Z","",""
"1651940","שליחת מסר לאחר WON p7agxxa1tqont84rumkfu3jgql6tuoix","דיל עבר לוון","live","Webhook — status won","Website / incoming form · Pipedrive","receives a form/web submission → reads deals from Pipedrive → looks up the contact in Pipedrive → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → writes a note on the Pipedrive deal → reads/writes Pipedrive","Manager Report #26 + Confirmation Email module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-07-30T10:40:36.767Z","",""
"430322","רכישת שובר מתנה > מייצר קופון ושולח במייל + מעדכן פייפדרייב","דיל עבר לוון","active but idle","Webhook — רכישת שובר - טריגר מסנריו רכישה","Website / incoming form · WooCommerce (website shop) · Airtable · Google Docs · Google Drive · Gmail · Pipedrive","receives a form/web submission → reads the website order → looks up an Airtable record → creates a website coupon → branches on conditions → produces a document → handles a Drive file → branches on conditions → sends an email → looks for an existing company in Pipedrive → reads/writes Pipedrive → loops over items → branches on conditions → normalises the Israeli phone number → looks for an existing company in Pipedrive → branches on conditions → updates the contact in Pipedrive → creates a deal in Pipedrive → writes a note on the Pipedrive deal → handles deal products in Pipedrive → writes a note on the Pipedrive deal → creates the contact in Pipedrive → creates a deal in Pipedrive → writes a note on the Pipedrive deal → handles deal products in Pipedrive → writes a note on the Pipedrive deal","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"3648282","שליחה חוזרת להזמנות באתר","דיל עבר לוון","active but idle","Webhook — הכנסת הזמנה מהאתר","Website / incoming form · Airtable · WooCommerce (website shop)","receives a form/web submission → looks up an Airtable record → branches on conditions → deletes an Airtable record → reads the website order → calls another automation / external service → reads the website order → calls another automation / external service","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"430740","נסגר 28.3 דיל הפך לוון > שליחת נקודת מפגש בוואטסאפ (wassenger)","דיל עבר לוון","inactive","Incoming email","Pipedrive · Airtable · WhatsApp (Wassenger) · Gmail","receives an incoming email → reads deals from Pipedrive → reads/writes Pipedrive → looks up an Airtable record → branches on conditions → sends a WhatsApp message → sends an email","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"1651844","עדכון המוצרים בין הפייפ לאיירטייבל","היסטוריה","inactive","Scheduled every 15 min","Pipedrive · Airtable","handles deal products in Pipedrive → looks up an Airtable record → updates an Airtable record","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"892358","עדכון מוצר היסטורי","היסטוריה","inactive","Scheduled every 15 min","Pipedrive · Airtable","reads deals from Pipedrive → looks up an Airtable record → branches on conditions → creates an Airtable record → looks up an Airtable record → branches on conditions → updates an Airtable record → updates the deal in Pipedrive → handles deal products in Pipedrive → creates an Airtable record → updates an Airtable record → updates the deal in Pipedrive → updates an Airtable record → updates the deal in Pipedrive","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"4447721","בדיקה אם איש קשר קיים בפייפ ושליחה לאיירטייבל","הכנסת תוכן וואצאפ לדיל","live","Webhook — איש קשר חדש לאיירטייבל","Website / incoming form · Airtable · Pipedrive · Gmail","receives a form/web submission → looks up an Airtable record → reads/writes Pipedrive → branches on conditions → updates an Airtable record → reads/writes Pipedrive → branches on conditions → sends an email → updates an Airtable record","Contacts module + WhatsApp mirror","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-07-26T14:09:19.973Z","",""
"4345044","הכנסת התכתבות וואצאפ לדיל","הכנסת תוכן וואצאפ לדיל","live","Scheduled every 360 min","Airtable · Pipedrive · Gmail","looks up an Airtable record → branches on conditions → reads/writes Pipedrive → branches on conditions → writes a note on the Pipedrive deal → updates an Airtable record → reads/writes Pipedrive → updates an Airtable record → reads/writes Pipedrive → branches on conditions → sends an email → updates an Airtable record → writes a note on the Pipedrive deal → updates an Airtable record → reads/writes Pipedrive → writes a note on the Pipedrive deal → updates an Airtable record → reads/writes Pipedrive → updates an Airtable record → reads/writes Pipedrive","WhatsApp module (native chat mirror on the Deal)","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-08-03T15:30:06.024Z","",""
"4359629","הקמת איש קשר בפייפ","הכנסת תוכן וואצאפ לדיל","live","Webhook — הקמת איש קשר בפייפ","Website / incoming form · Pipedrive · Airtable","receives a form/web submission → calls another automation / external service → reads/writes Pipedrive → looks up an Airtable record → writes a note on the Pipedrive deal → updates an Airtable record","Contacts module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","1","2026-07-28T06:35:28.595Z","",""
"4548217","מחיקת דטא לאחר שבוע שלא הוקם איש קשר בפייפ","הכנסת תוכן וואצאפ לדיל","live","Webhook — מחיקת דטא לאחר שבוע","Website / incoming form · Airtable","receives a form/web submission → looks up an Airtable record → loops over items → deletes an Airtable record","none needed — Airtable housekeeping","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-08-01T21:04:28.183Z","",""
"4357153","מחיקת הדטא הודעות וואצאפ","הכנסת תוכן וואצאפ לדיל","live","Scheduled (daily)","Airtable","looks up an Airtable record → loops over items → deletes an Airtable record","none needed — Airtable housekeeping","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","33","0","2026-08-02T20:59:04.454Z","",""
"1443901","הצעת מחיר","הצעת מחיר","live","Webhook — שליחת הצעת מחיר","Website / incoming form · Pipedrive · Gmail · Airtable · Prospero · WhatsApp (Wassenger)","receives a form/web submission → reads deals from Pipedrive → branches on conditions → sends an email → reads/writes Pipedrive → looks up an Airtable record → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → looks up an Airtable record → sends an email → branches on conditions → looks up an Airtable record → loops over items → looks up an Airtable record → normalises the Israeli phone number → sends an email → branches on conditions → reads deals from Pipedrive → loops over items → produces a proposal document (Prospero) → branches on conditions → updates the deal in Pipedrive → writes a note on the Pipedrive deal → sends a WhatsApp message → calls another automation / external service → writes a note on the Pipedrive deal → sends a WhatsApp message → writes a note on the Pipedrive deal","Quote module (Offer/Version/QuoteDocument)","Prospero PDF styling + the WhatsApp send of the quote link","Keep temporarily","Live, and GOS covers it only partly.","44","1","2026-07-28T06:40:34.843Z","",""
"4453116","הקמת מוצר חדש בפייפ לאיירטייבל","הצעת מחיר","live","Instant (watches a system for changes)","Pipedrive · Airtable","handles deal products in Pipedrive → looks up an Airtable record → reads/writes Airtable → looks up an Airtable record → branches on conditions → handles deal products in Pipedrive → looks up an Airtable record → handles deal products in Pipedrive","Products/Pricing module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","2","0","2026-07-22T07:25:02.294Z","",""
"1817282","לאחר החתימה על ההצעה","הצעת מחיר","live","Instant (watches a system for changes)","Prospero · Pipedrive · Gmail","produces a proposal document (Prospero) → updates the deal in Pipedrive → writes a note on the Pipedrive deal → reads/writes Pipedrive → sends an email → writes a note on the Pipedrive deal","Quote module — signed-quote handling","Prospero signature webhook has no GOS equivalent","Keep temporarily","Live, and GOS covers it only partly.","21","0","2026-07-29T17:22:02.140Z","",""
"430340","[טופל] הוצאת הצעת מחיר חוזרת מפייפדרייב לאייקאונט + שליחה ללקוח","הצעת מחיר","active but idle","Webhook — יצירת הצעת מחיר מפייפדרייב","Website / incoming form · Pipedrive · iCount · Airtable · Gmail","receives a form/web submission → reads deals from Pipedrive → reads/writes Pipedrive → normalises the Israeli phone number → handles deal products in Pipedrive → issues an accounting document (iCount) → calls another automation / external service → reads/writes Pipedrive → updates the deal in Pipedrive → looks up an Airtable record → branches on conditions → sends an email","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"1830833","הוספת הערה בדיל במוצר","הצעת מחיר","auto-disabled by outage","Webhook — הוספת הערה במוצר","Website / incoming form · Pipedrive","receives a form/web submission → handles deal products in Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","49","1","2026-07-31T07:05:12.438Z","",""
"3252574","ביטול סיור חשיפה בקוגניטו","חשיפה","live","Webhook — ביטול סיור בקוגניטו","Website / incoming form · Airtable · Cognito Forms","receives a form/web submission → looks up an Airtable record → reads a Cognito form submission","Open Tours module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","11","0","2026-07-29T13:47:21.352Z","",""
"3162997","העברת לתשלום מהרשמה לסיור חשיפה","חשיפה","active but idle","Webhook — מעבר לדף סליקה לאחר הרשמה לסיור חשיפה","Website / incoming form · Cognito Forms · Pipedrive · Airtable","receives a form/web submission → branches on conditions → reads a Cognito form submission → loops over items → branches on conditions → calls another automation / external service → reads deals from Pipedrive → looks up the contact in Pipedrive → reads a Cognito form submission → looks up an Airtable record → loops over items → updates the deal in Pipedrive → reads a Cognito form submission → branches on conditions → updates the deal in Pipedrive → writes a note on the Pipedrive deal → handles deal products in Pipedrive → updates the deal in Pipedrive → reads a Cognito form submission → calls another automation / external service → branches on conditions","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","0","0","","",""
"3106389","הקמת סיורי חשיפה","חשיפה","active but idle","Instant (watches a system for changes)","Cognito Forms · Airtable · Link shortener · WhatsApp (Wassenger) · Gmail","reads a Cognito form submission → loops over items → reads a Cognito form submission → creates an Airtable record → reads a Cognito form submission → updates an Airtable record → reads a Cognito form submission → shortens a link → sends a WhatsApp message → sends an email → updates an Airtable record","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"3314785","וון על דיל שמקושר לדילים נוספים","חשיפה","active but idle","Webhook — וון על דיל עם דילים מקושרים","Website / incoming form · Pipedrive","receives a form/web submission → reads deals from Pipedrive → loops over items → updates the deal in Pipedrive → writes a note on the Pipedrive deal","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"4069207","סטטוס משתתפים בסיור חשיפה - מלאי","חשיפה","inactive","Webhook — סטטוס משתתפים בסיור חשיפה","Website / incoming form · Airtable · Cognito Forms","receives a form/web submission → looks up an Airtable record → branches on conditions → reads a Cognito form submission","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"4509531","טריגר וובהוק","טריגרים לאוטומציה","inactive","Webhook — חיבור וובהוק - גרפיטיול","Website / incoming form","receives a form/web submission","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"4509524","טריגר לאוטומציה - מיידי פייסבוק","טריגרים לאוטומציה","inactive","Facebook/Instagram lead form","Facebook Lead Ads","receives a Facebook/Instagram lead","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"4509527","טריגר לאוטומציה  - פייסבוק חיפוש","טריגרים לאוטומציה","inactive","Facebook/Instagram lead form","Facebook Lead Ads","receives a Facebook/Instagram lead","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"3018034","טופס השתתפות","כללי","active but idle","Instant (watches a system for changes)","Cognito Forms · Smoove","reads a Cognito form submission → updates the marketing mailing list (Smoove)","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"698867","בכל דיל חדש הוסף לינקים לטפסים - לאנדוליני","לאנדוליני: אוטומציות חדשות","live","Webhook — new deal from pipedrive webhook","Website / incoming form · Pipedrive","receives a form/web submission → updates the deal in Pipedrive","Deal capability URLs","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-08-03T12:16:41.072Z","",""
"964304","הקמת מוצר חדש מעדכן מזהה בפייפ","לאנדוליני: אוטומציות חדשות","live","Instant (watches a system for changes)","Pipedrive · Airtable · Gmail","handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → looks up an Airtable record → handles deal products in Pipedrive → creates an Airtable record → looks up an Airtable record → handles deal products in Pipedrive → sends an email","Products/Pricing module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","2","0","2026-07-22T07:25:02.475Z","",""
"2125961","הרכבת מסר / תוכן","לאנדוליני: אוטומציות חדשות","live","Webhook — הרכבת/שליחת מסר","Website / incoming form · Pipedrive · Airtable · Link shortener · Gmail · WhatsApp (Wassenger)","receives a form/web submission → reads deals from Pipedrive → looks up the contact in Pipedrive → reads/writes Pipedrive → looks up an Airtable record → branches on conditions → looks up an Airtable record → branches on conditions → looks up an Airtable record → branches on conditions → looks up an Airtable record → shortens a link → branches on conditions → normalises the Israeli phone number → branches on conditions → sends an email → writes a note on the Pipedrive deal → sends an email → branches on conditions → normalises the Israeli phone number → branches on conditions → sends a WhatsApp message → sends an email","Communication Center message assembly","CC has 0 active customer rules — content not migrated","Keep temporarily","Live, and GOS covers it only partly.","50","0","2026-08-03T05:01:11.080Z","",""
"1445570","טופס משוב - ניסיונות לשיחות","לאנדוליני: אוטומציות חדשות","live","Instant (watches a system for changes)","Fillout · Airtable","reads a Fillout form submission → updates an Airtable record → looks up an Airtable record → branches on conditions → updates an Airtable record","","UNKNOWN PURPOSE — 77% error rate","Keep temporarily","Live, and GOS covers it only partly.","13","10","2026-07-26T06:09:51.656Z","",""
"830264","מדיל לטופס פילאאוט pre fill","לאנדוליני: אוטומציות חדשות","live","Webhook — מדיל לטופס פילאאוט webhook","Website / incoming form · Pipedrive · Airtable","receives a form/web submission → reads deals from Pipedrive → handles deal products in Pipedrive → looks up an Airtable record → branches on conditions → looks up an Airtable record → branches on conditions","Questionnaire Engine","Fillout pre-fill link has no GOS equivalent","Keep temporarily","Live, and GOS covers it only partly.","50","5","2026-07-31T11:27:41.819Z","",""
"1411537","סגירת משימות אוטומטיות אחרי וון","לאנדוליני: אוטומציות חדשות","live","Webhook — סגירת משימות אוטומטיות אחרי וון","Website / incoming form · Pipedrive","receives a form/web submission → reads/writes Pipedrive","CRM Tasks workspace","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","50","0","2026-07-30T10:40:36.591Z","",""
"4131369","פתיחת תיקייה בגוגל דרייב לסיורים כל יום","לאנדוליני: אוטומציות חדשות","live","Scheduled (daily)","Airtable · Google Drive · Pipedrive","looks up an Airtable record → creates a Google Drive folder → updates an Airtable record → updates the deal in Pipedrive","Files module + Tour Gallery","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","34","0","2026-08-03T02:59:05.966Z","",""
"4131439","שליחת הודעות מתוזמנות ב8 בבוקר","לאנדוליני: אוטומציות חדשות","live","Scheduled (weekly)","Airtable · Pipedrive","reads/writes Make storage → looks up an Airtable record → branches on conditions → handles deal products in Pipedrive → branches on conditions → handles deal products in Pipedrive → calls another automation / external service → reads/writes Make storage","Communication Center scheduled sends","No active CC rule","Keep temporarily","Live, and GOS covers it only partly.","14","1","2026-08-03T05:01:04.924Z","",""
"430347","הוספת מוצר בווקומרס מוסיפה אותו בפייפדרייב ובאיירטייבל","לאנדוליני: אוטומציות חדשות","active but idle","Webhook — הוספת מוצר חדש","Website / incoming form · Pipedrive · Airtable · Gmail","receives a form/web submission → handles deal products in Pipedrive → creates an Airtable record → sends an email","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"1449188","המשך טיפול לאחר שיחת משוב","לאנדוליני: אוטומציות חדשות","active but idle","Webhook — המשך טיפול לאחר שיחת משוב","Website / incoming form · Gmail · Airtable · WhatsApp (Wassenger)","receives a form/web submission → branches on conditions → sends an email → looks up an Airtable record → sends a WhatsApp message → calls another automation / external service → sends a WhatsApp message → sends an email","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","0","0","","",""
"704964","מטופס הוספת מדריך/מועמד חדש לאיירטייבל ולפייפ - לאנדוליני","לאנדוליני: אוטומציות חדשות","active but idle","Webhook — הוספת מדריך/מועמד webhook","Website / incoming form · Airtable · Pipedrive","receives a form/web submission → looks up an Airtable record → reads/writes Pipedrive → reads/writes Airtable","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"799554","דיל פתוח ללא משימה מקבל משימה בחצות","לאנדוליני: אוטומציות חדשות","auto-disabled by outage","Scheduled (daily)","Pipedrive","reads deals from Pipedrive → creates a follow-up task in Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","30","2","2026-07-30T21:00:06.154Z","",""
"430292","לקוחות פרטיים ועסקיים (לא סוכנויות ומפיקים) - מייל+וואטסאפ חודש אחרי פעילות (wassenger)","להדליק אחרי המלחמה....","auto-disabled by outage","Scheduled (daily)","Pipedrive","reads deals from Pipedrive → handles deal products in Pipedrive → calls another automation / external service","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","31","1","2026-07-31T10:00:25.711Z","",""
"440466","לקוחות פרטיים ועסקיים - מייל+וואטסאפ יומיים אחרי פעילות לאנשים נוספים שמילאו שאלון (wassenger)","להדליק אחרי המלחמה....","inactive","Webhook — מייל+וואטסאפ יום אחרי פעילות לאנשים נוספים","Website / incoming form · Pipedrive · Airtable · Google Sheets · Gmail · WhatsApp (Wassenger)","receives a form/web submission → reads deals from Pipedrive → looks up an Airtable record → branches on conditions → reads a Google Sheet → sends an email → branches on conditions → reads a Google Sheet → sends an email → branches on conditions → reads a Google Sheet → normalises the Israeli phone number → sends a WhatsApp message → writes a row to a Google Sheet → branches on conditions → reads a Google Sheet → normalises the Israeli phone number → sends a WhatsApp message → writes a row to a Google Sheet","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"440472","לקוחות פרטיים - מייל+וואטסאפ יומיים אחרי פעילות (wassenger)","להדליק אחרי המלחמה....","inactive","Scheduled (daily)","Pipedrive · WooCommerce (website shop)","reads deals from Pipedrive → handles deal products in Pipedrive → branches on conditions → creates a website coupon → handles deal products in Pipedrive → calls another automation / external service","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"430274","לקוחות פרטיים - פולואפ 1 (אישי) בוואטסאפ - 10:00","להדליק אחרי המלחמה....","auto-disabled by outage","Scheduled (daily)","Pipedrive · WhatsApp (Wassenger)","reads deals from Pipedrive → reads/writes Pipedrive → branches on conditions → normalises the Israeli phone number → branches on conditions → sends a WhatsApp message → updates the deal in Pipedrive → reads/writes Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","31","1","2026-07-31T07:00:06.263Z","",""
"430262","לקוחות פרטיים - פולואפ 1 (אישי) בוואטסאפ - 16:00","להדליק אחרי המלחמה....","auto-disabled by outage","Scheduled (daily)","Pipedrive · WhatsApp (Wassenger)","reads deals from Pipedrive → reads/writes Pipedrive → branches on conditions → normalises the Israeli phone number → branches on conditions → sends a WhatsApp message → updates the deal in Pipedrive → reads/writes Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","30","2","2026-07-31T13:00:11.531Z","",""
"430266","לקוחות פרטיים - פולואפ 2 (גנרי) בוואטסאפ","להדליק אחרי המלחמה....","auto-disabled by outage","Scheduled (daily)","Pipedrive · WhatsApp (Wassenger)","reads deals from Pipedrive → normalises the Israeli phone number → branches on conditions → looks up the contact in Pipedrive → branches on conditions → sends a WhatsApp message → updates the deal in Pipedrive → creates a follow-up task in Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","31","1","2026-07-31T07:00:13.874Z","",""
"1160762","ביטול עסקה - לוסט","לוסטים ודחייה","live","Webhook — לוסט לקוח ביטל","Website / incoming form · Pipedrive · Airtable · Gmail · Google Calendar","receives a form/web submission → reads deals from Pipedrive → looks up an Airtable record → branches on conditions → updates an Airtable record → branches on conditions → updates an Airtable record → looks up an Airtable record → updates an Airtable record → sends an email → deletes the calendar event","GOS deal status + Tour Calendar sync","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","12","0","2026-07-29T13:46:59.029Z","",""
"2034772","דיל הפך ללוסט-שליחה לסמוב","לוסטים ודחייה","live","Webhook — דיל הפך ללוסט-שליחה לסמוב","Website / incoming form · Pipedrive · Smoove · WhatsApp (Wassenger)","receives a form/web submission → reads deals from Pipedrive → branches on conditions → updates the marketing mailing list (Smoove) → branches on conditions → reads/writes Pipedrive → sends a WhatsApp message","Manager Reports + GOS deal status","Smoove marketing-list update on lost deals","Keep temporarily","Live, and GOS covers it only partly.","50","0","2026-07-30T08:24:23.672Z","",""
"440482","עסקאות שהפכו ללוסט > עדכון לוואטסאפ (wassenger)","לוסטים ודחייה","live","Incoming email","Pipedrive · WhatsApp (Wassenger)","receives an incoming email → reads deals from Pipedrive → handles deal products in Pipedrive → sends a WhatsApp message → branches on conditions → sends a WhatsApp message","GOS deal status + WhatsApp module","","Replace inside GOS","Live, and GOS already covers it completely. Disable after a 48h parity watch.","7","0","2026-07-29T13:47:02.134Z","",""
"456768","דיל בפייפ הפך ללוסט- יקר מידי > וואטסאפ","לוסטים ודחייה","active but idle","Incoming email","Pipedrive · WhatsApp (Wassenger)","receives an incoming email → reads deals from Pipedrive → looks up the contact in Pipedrive → normalises the Israeli phone number → sends a WhatsApp message → creates a follow-up task in Pipedrive","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"1586537","עדכון הלינק לרדיפה למילוי תאריך סיור","לוסטים ודחייה","active but idle","Webhook — שליחת וואצאפ לתאום סיור ששולם כבר","Website / incoming form · Airtable · WhatsApp (Wassenger) · Pipedrive","receives a form/web submission → looks up an Airtable record → branches on conditions → sends a WhatsApp message → updates an Airtable record → updates the deal in Pipedrive","","Confirm with the business whether this path should still carry traffic","Requires my decision","Active but no runs in the retained window — cannot tell ""no traffic"" from ""silently broken"".","0","0","","",""
"1070979","לוסט לדיל לאחר 30 יום","לוסטים ודחייה","auto-disabled by outage","Scheduled (daily)","Pipedrive","reads deals from Pipedrive → updates the deal in Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","30","2","2026-07-30T20:00:10.279Z","",""
"1353334","לוסט לדיל עיסקי לאחר 60 יום","לוסטים ודחייה","auto-disabled by outage","Scheduled (daily)","Pipedrive","reads deals from Pipedrive → updates the deal in Pipedrive","varies","Confirm whether the business still wants this behaviour at all","Requires my decision","Auto-disabled by Make during the Pipedrive 429 outage (2026-07-30..08-02), NOT by a decision.","30","2","2026-07-30T20:00:09.409Z","",""
"430323","עסקאות שהפכו ללוסט > עדכון לוואטסאפ","לוסטים ודחייה","inactive","Incoming email","Pipedrive · WhatsApp (Wassenger)","receives an incoming email → reads deals from Pipedrive → handles deal products in Pipedrive → sends a WhatsApp message","","","Can shut down now","Already inactive; no retained run history. Kept only as a record.","0","0","","",""
"3897811","Find/Create UTM","לידים לפייפדרייב","live","Webhook — Find/Create UTM","Website / incoming form · Pipedrive","receives a form/web submission → branches on conditions → reads/writes Pipedrive → branches on conditions → reads/writes Pipedrive","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","50","48","2026-08-03T12:16:37.267Z","",""
"1069253","pipe4u","לידים לפייפדרייב","live","Webhook — Pipe4u","Website / incoming form · Pipedrive · WhatsApp (Wassenger) · Gmail","receives a form/web submission → normalises the Israeli phone number → calls another automation / external service → branches on conditions → looks for an existing company in Pipedrive → branches on conditions → updates the contact in Pipedrive → reads/writes Pipedrive → reads deals from Pipedrive → reads/writes Pipedrive → branches on conditions → creates a deal in Pipedrive → writes a note on the Pipedrive deal → sends a WhatsApp message → writes a note on the Pipedrive deal → creates a follow-up task in Pipedrive → sends a WhatsApp message → creates the contact in Pipedrive → creates a deal in Pipedrive → writes a note on the Pipedrive deal → updates the contact in Pipedrive → sends a WhatsApp message → creates a follow-up task in Pipedrive → looks for an existing company in Pipedrive → branches on conditions → updates the contact in Pipedrive → reads/writes Pipedrive → reads deals from Pipedrive → reads/writes Pipedrive → branches on conditions → creates a deal in Pipedrive → writes a note on the Pipedrive deal → sends a WhatsApp message → writes a note on the Pipedrive deal → creates a follow-up task in Pipedrive → sends a WhatsApp message → creates the contact in Pipedrive → creates a deal in Pipedrive → writes a note on the Pipedrive deal → updates the contact in Pipedrive → sends a WhatsApp message → sends an email","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","50","48","2026-08-03T12:16:35.972Z","",""
"430307","דף נחיתה אלמנטור > פייפדרייב","לידים לפייפדרייב","live","Webhook — דף נחיתה אלמנטור","Website / incoming form","receives a form/web submission → calls another automation / external service","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","42","0","2026-08-03T12:16:35.825Z","",""
"430315","טופס בעמודי מוצר באתר > פייפדרייב","לידים לפייפדרייב","live","Webhook — Website product form","Website / incoming form","receives a form/web submission → calls another automation / external service","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","7","0","2026-07-23T10:41:56.076Z","",""
"430331","טופס עמוד צור קשר באתר > פייפדרייב + סמוב","לידים לפייפדרייב","live","Webhook — Website contact form","Website / incoming form","receives a form/web submission → calls another automation / external service","GOS Ingress Platform (website_form) — code shipped, not credentialed","WEBSITE_FORM_SECRET unset; `messege`/`webpage` aliases missing","Keep temporarily","Lead-intake dependency — the only path these leads have into GOS today.","12","0","2026-07-26T11:39:42.757Z","",""
